2025-04-19 19:54:01,808 - INFO - Đang sử dụng thiết bị: cuda
2025-04-19 19:54:07,556 - INFO - Đang xử lý thư mục chính: Keyframes_L05
2025-04-19 19:54:07,563 - INFO - Thư mục L10_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,563 - INFO - Thư mục L10_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,563 - INFO - Thư mục L10_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,563 - INFO - Thư mục L10_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,563 - INFO - Thư mục L10_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,563 - INFO - Thư mục L10_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,563 - INFO - Thư mục L10_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,563 - INFO - Thư mục L10_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,564 - INFO - Thư mục L10_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,564 - INFO - Thư mục L10_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,564 - INFO - Thư mục L10_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,564 - INFO - Thư mục L10_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,564 - INFO - Thư mục L10_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,564 - INFO - Đang xử lý thư mục chính: Keyframes_L09
2025-04-19 19:54:07,564 - INFO - Thư mục L09_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,564 - INFO - Thư mục L09_V026 đã xử lý, bỏ qua.
2025-04-19 19:54:07,564 - INFO - Thư mục L09_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,564 - INFO - Thư mục L09_V023 đã xử lý, bỏ qua.
2025-04-19 19:54:07,564 - INFO - Thư mục L09_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,565 - INFO - Thư mục L09_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,565 - INFO - Thư mục L09_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,565 - INFO - Thư mục L09_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,565 - INFO - Thư mục L09_V020 đã xử lý, bỏ qua.
2025-04-19 19:54:07,565 - INFO - Thư mục L09_V029 đã xử lý, bỏ qua.
2025-04-19 19:54:07,565 - INFO - Thư mục L09_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,565 - INFO - Thư mục L09_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,565 - INFO - Thư mục L09_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,565 - INFO - Thư mục L09_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,565 - INFO - Thư mục L09_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,565 - INFO - Thư mục L09_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,565 - INFO - Thư mục L09_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,565 - INFO - Thư mục L09_V008 đã xử lý, bỏ qua.
2025-04-19 19:54:07,565 - INFO - Thư mục L09_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,566 - INFO - Thư mục L09_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,566 - INFO - Thư mục L09_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,566 - INFO - Thư mục L09_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,566 - INFO - Thư mục L09_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,566 - INFO - Thư mục L09_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,566 - INFO - Thư mục L09_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,566 - INFO - Thư mục L09_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,566 - INFO - Thư mục L09_V001 đã xử lý, bỏ qua.
2025-04-19 19:54:07,566 - INFO - Thư mục L09_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,566 - INFO - Thư mục L09_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,566 - INFO - Đang xử lý thư mục chính: Keyframes_L08
2025-04-19 19:54:07,566 - INFO - Thư mục L08_V026 đã xử lý, bỏ qua.
2025-04-19 19:54:07,566 - INFO - Thư mục L08_V008 đã xử lý, bỏ qua.
2025-04-19 19:54:07,567 - INFO - Thư mục L08_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,567 - INFO - Thư mục L08_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,567 - INFO - Thư mục L08_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,567 - INFO - Thư mục L08_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,567 - INFO - Thư mục L08_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,567 - INFO - Thư mục L08_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,567 - INFO - Thư mục L08_V030 đã xử lý, bỏ qua.
2025-04-19 19:54:07,567 - INFO - Thư mục L08_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,567 - INFO - Thư mục L08_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,567 - INFO - Thư mục L08_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,567 - INFO - Thư mục L08_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,567 - INFO - Thư mục L08_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,567 - INFO - Thư mục L08_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,568 - INFO - Thư mục L08_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,568 - INFO - Thư mục L08_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,568 - INFO - Thư mục L08_V020 đã xử lý, bỏ qua.
2025-04-19 19:54:07,568 - INFO - Thư mục L08_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,568 - INFO - Thư mục L08_V023 đã xử lý, bỏ qua.
2025-04-19 19:54:07,568 - INFO - Thư mục L08_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,568 - INFO - Thư mục L08_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,568 - INFO - Thư mục L08_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,568 - INFO - Thư mục L08_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,568 - INFO - Thư mục L08_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,568 - INFO - Thư mục L08_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,568 - INFO - Thư mục L08_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,568 - INFO - Thư mục L08_V001 đã xử lý, bỏ qua.
2025-04-19 19:54:07,568 - INFO - Thư mục L08_V029 đã xử lý, bỏ qua.
2025-04-19 19:54:07,568 - INFO - Thư mục L08_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,569 - INFO - Đang xử lý thư mục chính: Keyframes_L12
2025-04-19 19:54:07,569 - INFO - Thư mục L12_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,569 - INFO - Thư mục L12_V020 đã xử lý, bỏ qua.
2025-04-19 19:54:07,569 - INFO - Thư mục L12_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,569 - INFO - Thư mục L12_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,569 - INFO - Thư mục L12_V023 đã xử lý, bỏ qua.
2025-04-19 19:54:07,569 - INFO - Thư mục L12_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,569 - INFO - Thư mục L12_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,569 - INFO - Thư mục L12_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,569 - INFO - Thư mục L12_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,569 - INFO - Thư mục L12_V030 đã xử lý, bỏ qua.
2025-04-19 19:54:07,570 - INFO - Thư mục L12_V008 đã xử lý, bỏ qua.
2025-04-19 19:54:07,570 - INFO - Thư mục L12_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,570 - INFO - Thư mục L12_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,570 - INFO - Thư mục L12_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,570 - INFO - Thư mục L12_V001 đã xử lý, bỏ qua.
2025-04-19 19:54:07,570 - INFO - Thư mục L12_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,570 - INFO - Thư mục L12_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,570 - INFO - Thư mục L12_V026 đã xử lý, bỏ qua.
2025-04-19 19:54:07,570 - INFO - Thư mục L12_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,570 - INFO - Thư mục L12_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,570 - INFO - Thư mục L12_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,570 - INFO - Thư mục L12_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,570 - INFO - Thư mục L12_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,571 - INFO - Thư mục L12_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,571 - INFO - Thư mục L12_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,571 - INFO - Thư mục L12_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,571 - INFO - Thư mục L12_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,571 - INFO - Thư mục L12_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,571 - INFO - Thư mục L12_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,571 - INFO - Thư mục L12_V029 đã xử lý, bỏ qua.
2025-04-19 19:54:07,571 - INFO - Đang xử lý thư mục chính: Keyframes_L02
2025-04-19 19:54:07,571 - INFO - Thư mục L02_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,571 - INFO - Thư mục L02_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,571 - INFO - Thư mục L02_V026 đã xử lý, bỏ qua.
2025-04-19 19:54:07,571 - INFO - Thư mục L02_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,572 - INFO - Thư mục L02_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,572 - INFO - Thư mục L02_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,572 - INFO - Thư mục L02_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,572 - INFO - Thư mục L02_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,572 - INFO - Thư mục L02_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,572 - INFO - Thư mục L02_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,572 - INFO - Thư mục L02_V030 đã xử lý, bỏ qua.
2025-04-19 19:54:07,572 - INFO - Thư mục L02_V023 đã xử lý, bỏ qua.
2025-04-19 19:54:07,572 - INFO - Thư mục L02_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,572 - INFO - Thư mục L02_V029 đã xử lý, bỏ qua.
2025-04-19 19:54:07,572 - INFO - Thư mục L02_V020 đã xử lý, bỏ qua.
2025-04-19 19:54:07,572 - INFO - Thư mục L02_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,572 - INFO - Thư mục L02_V001 đã xử lý, bỏ qua.
2025-04-19 19:54:07,573 - INFO - Thư mục L02_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,573 - INFO - Thư mục L02_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,573 - INFO - Thư mục L02_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,573 - INFO - Thư mục L02_V031 đã xử lý, bỏ qua.
2025-04-19 19:54:07,573 - INFO - Thư mục L02_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,573 - INFO - Thư mục L02_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,573 - INFO - Thư mục L02_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,573 - INFO - Thư mục L02_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,573 - INFO - Thư mục L02_V008 đã xử lý, bỏ qua.
2025-04-19 19:54:07,574 - INFO - Thư mục L02_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,574 - INFO - Thư mục L02_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,574 - INFO - Thư mục L02_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,574 - INFO - Thư mục L02_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,574 - INFO - Thư mục L02_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,574 - INFO - Đang xử lý thư mục chính: Keyframes_L23
2025-04-19 19:54:07,575 - INFO - Thư mục L23_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,575 - INFO - Thư mục L23_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,575 - INFO - Thư mục L23_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,575 - INFO - Thư mục L23_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,575 - INFO - Thư mục L23_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,575 - INFO - Thư mục L23_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,575 - INFO - Thư mục L23_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,576 - INFO - Thư mục L23_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,576 - INFO - Thư mục L23_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,576 - INFO - Thư mục L23_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,576 - INFO - Thư mục L23_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,576 - INFO - Thư mục L23_V023 đã xử lý, bỏ qua.
2025-04-19 19:54:07,576 - INFO - Thư mục L23_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,576 - INFO - Thư mục L23_V008 đã xử lý, bỏ qua.
2025-04-19 19:54:07,576 - INFO - Thư mục L23_V001 đã xử lý, bỏ qua.
2025-04-19 19:54:07,576 - INFO - Thư mục L23_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,576 - INFO - Thư mục L23_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,576 - INFO - Thư mục L23_V020 đã xử lý, bỏ qua.
2025-04-19 19:54:07,576 - INFO - Thư mục L23_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,576 - INFO - Thư mục L23_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,576 - INFO - Thư mục L23_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,577 - INFO - Thư mục L23_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,577 - INFO - Thư mục L23_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,577 - INFO - Thư mục L23_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,577 - INFO - Thư mục L23_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,577 - INFO - Đang xử lý thư mục chính: Keyframes_L16
2025-04-19 19:54:07,577 - INFO - Thư mục L16_V008 đã xử lý, bỏ qua.
2025-04-19 19:54:07,577 - INFO - Thư mục L16_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,577 - INFO - Thư mục L16_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,577 - INFO - Thư mục L16_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,577 - INFO - Thư mục L16_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,577 - INFO - Thư mục L16_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,578 - INFO - Thư mục L16_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,578 - INFO - Thư mục L16_V020 đã xử lý, bỏ qua.
2025-04-19 19:54:07,578 - INFO - Thư mục L16_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,578 - INFO - Thư mục L16_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,578 - INFO - Thư mục L16_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,578 - INFO - Thư mục L16_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,578 - INFO - Thư mục L16_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,578 - INFO - Thư mục L16_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,578 - INFO - Thư mục L16_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,578 - INFO - Thư mục L16_V001 đã xử lý, bỏ qua.
2025-04-19 19:54:07,578 - INFO - Thư mục L16_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,579 - INFO - Thư mục L16_V030 đã xử lý, bỏ qua.
2025-04-19 19:54:07,579 - INFO - Thư mục L16_V023 đã xử lý, bỏ qua.
2025-04-19 19:54:07,579 - INFO - Thư mục L16_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,579 - INFO - Thư mục L16_V026 đã xử lý, bỏ qua.
2025-04-19 19:54:07,579 - INFO - Thư mục L16_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,579 - INFO - Thư mục L16_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,579 - INFO - Thư mục L16_V031 đã xử lý, bỏ qua.
2025-04-19 19:54:07,579 - INFO - Thư mục L16_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,579 - INFO - Thư mục L16_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,579 - INFO - Thư mục L16_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,579 - INFO - Thư mục L16_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,579 - INFO - Thư mục L16_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,579 - INFO - Thư mục L16_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,580 - INFO - Thư mục L16_V029 đã xử lý, bỏ qua.
2025-04-19 19:54:07,580 - INFO - Đang xử lý thư mục chính: Keyframes_L20
2025-04-19 19:54:07,580 - INFO - Thư mục L20_V020 đã xử lý, bỏ qua.
2025-04-19 19:54:07,580 - INFO - Thư mục L20_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,580 - INFO - Thư mục L20_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,580 - INFO - Thư mục L20_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,580 - INFO - Thư mục L20_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,580 - INFO - Thư mục L20_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,580 - INFO - Thư mục L20_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,580 - INFO - Thư mục L20_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,580 - INFO - Thư mục L20_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,581 - INFO - Thư mục L20_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,581 - INFO - Thư mục L20_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,581 - INFO - Thư mục L20_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,581 - INFO - Thư mục L20_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,581 - INFO - Thư mục L20_V031 đã xử lý, bỏ qua.
2025-04-19 19:54:07,581 - INFO - Thư mục L20_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,581 - INFO - Thư mục L20_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,581 - INFO - Thư mục L20_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,581 - INFO - Thư mục L20_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,581 - INFO - Thư mục L20_V030 đã xử lý, bỏ qua.
2025-04-19 19:54:07,581 - INFO - Thư mục L20_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,581 - INFO - Thư mục L20_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,581 - INFO - Thư mục L20_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,582 - INFO - Thư mục L20_V029 đã xử lý, bỏ qua.
2025-04-19 19:54:07,582 - INFO - Thư mục L20_V001 đã xử lý, bỏ qua.
2025-04-19 19:54:07,582 - INFO - Thư mục L20_V027 đã xử lý, bỏ qua.
